Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0095_SU_T1-R1	6486	0.973	1601.557	24.693%	226.054	24.177%	0.06272	0.95
CRUK0095_SU_T1-R2	7717	0.982	1547.648	20.055%	222.785	19.743%	0.0423	0.969
CRUK0095_SU_T1-R3	6850	0.982	1354.431	19.773%	190.088	19.251%	0.03842	0.965
CRUK0096_SU_T1-R1	1626	0.935	566.81	34.859%	78.214	37.076%	0.11394	0.84
CRUK0096_SU_T1-R2	714	0.952	236.103	33.068%	34.96	30.804%	0.12703	0.918
CRUK0096_SU_T1-R3	3244	0.975	761.047	23.46%	106.614	22.621%	0.05092	0.951
CRUK0096_SU_T1-R4	3193	0.965	826.952	25.899%	122.881	27.496%	0.07315	0.929
CRUK0096_SU_T1-R5	1745	0.972	414.844	23.773%	56.61	23.815%	0.0598	0.935
CRUK0096_SU_T1-R6	8321	0.974	1920.396	23.079%	273.011	23.687%	0.04948	0.948
CRUK0096_SU_T1-R7	2499	0.98	503.109	20.132%	70.143	20.158%	0.04216	0.958
CRUK0097_SU_T1-R1	3151	0.972	800.815	25.415%	112.567	23.849%	0.06158	0.948
CRUK0097_SU_T1-R2	10421	0.977	2259.632	21.683%	326.418	22.324%	0.04436	0.956
CRUK0098_SU_T1-R1	2735	0.94	918.003	33.565%	139.454	34.305%	0.09414	0.884
CRUK0098_SU_T1-R2	4898	0.973	1109.116	22.644%	156.017	23.828%	0.04797	0.941
CRUK0098_SU_T1-R3	9148	0.983	1765.459	19.299%	239.777	19.068%	0.04068	0.963
CRUK0099_SU_T1-R1	8323	0.972	1978.99	23.777%	292.26	24.36%	0.05614	0.946
CRUK0099_SU_T1-R2	2306	0.966	608.743	26.398%	87.267	26.807%	0.06672	0.933
CRUK0099_SU_T1-R3	2184	0.959	661.159	30.273%	86.91	28.488%	0.08337	0.909
CRUK0099_SU_T1-R4	2308	0.961	644.598	27.929%	93.691	27.94%	0.07919	0.923
CRUK0099_SU_T1-R5	4706	0.978	1051.362	22.341%	145.554	21.255%	0.04782	0.959
CRUK0099_SU_T1-R6	3469	0.973	848.156	24.45%	119.005	24.21%	0.0621	0.948
CRUK0099_SU_T1-R7	2798	0.97	699.21	24.99%	100.351	25.067%	0.05676	0.941
CRUK0100_SU_T1-R1	5824	0.981	1304.2	22.394%	173.002	20.023%	0.05848	0.964
CRUK0100_SU_T1-R2	6087	0.958	1757.867	28.879%	265.526	29.512%	0.08892	0.923
CRUK0100_SU_T1-R3	5914	0.978	1340.319	22.663%	180.997	21.869%	0.0598	0.956
