Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0085_SU_T1-R2	763	0.88	281.87	36.942%	52.181	47.565%	0.12363	0.739
CRUK0085_SU_T1-R3	755	0.901	329.451	43.636%	55.881	44.276%	0.1549	0.848
CRUK0085_SU_T1-R4	1061	0.958	311.79	29.386%	43.408	29.087%	0.07078	0.916
CRUK0086_SU_T1-R1	348	0.907	148.203	42.587%	21.186	42.187%	0.1669	0.803
CRUK0086_SU_T1-R2	777	0.957	226.886	29.2%	31.178	29.032%	0.07254	0.904
CRUK0086_SU_T1-R4	343	0.908	146.653	42.756%	21.906	42.026%	0.18225	0.824
CRUK0087_SU_T1-R1	404	0.863	198.972	49.25%	35.507	51.229%	0.21482	0.788
CRUK0087_SU_T1-R2	360	0.829	211.01	58.614%	37.098	56.666%	0.28189	0.75
CRUK0087_SU_T1-R3	261	0.815	157.757	60.443%	27.115	58.655%	0.33145	0.719
CRUK0088_SU_T1-R1	317	0.887	152.493	48.105%	21.382	46.232%	0.21758	0.763
CRUK0088_SU_T1-R2	571	0.96	149.923	26.256%	21.652	28.096%	0.06986	0.903
CRUK0089_SU_T1-R1	35	0.597	40.847	116.706%	5.633	80.471%	1.11795	0.37
CRUK0089_SU_T1-R2	390	0.806	244.123	62.596%	36.145	60.309%	0.30665	0.632
CRUK0090_SU_T1-R1	1155	0.975	274.106	23.732%	39.136	22.35%	0.05635	0.953
CRUK0090_SU_T1-R2	1708	0.987	268.396	15.714%	38.686	15.929%	0.0267	0.974
CRUK0091_SU_T1-R1	66	0.802	52.193	79.08%	7.978	59.798%	0.64172	0.724
CRUK0091_SU_T1-R2	208	0.884	103.879	49.942%	13.979	46.963%	0.25381	0.747
CRUK0092_SU_T1-R1	280	0.92	117.013	41.79%	16.159	39.284%	0.18453	0.838
CRUK0092_SU_T1-R2	94	0.834	67.47	71.777%	8.96	55.145%	0.5075	0.73
CRUK0093_SU_T1-R1	122	0.883	74.128	60.761%	9.545	46.911%	0.36581	0.806
CRUK0093_SU_T1-R2	385	0.907	165.013	42.861%	23.906	42.201%	0.16962	0.81
CRUK0094_SU_T1-R1	175	0.872	98.419	56.239%	12.85	49.097%	0.32932	0.744
CRUK0094_SU_T1-R2	211	0.845	125.81	59.626%	17.288	53.946%	0.34267	0.7
CRUK0094_SU_T1-R3	182	0.904	90.213	49.568%	11.948	43.002%	0.25707	0.82
CRUK0094_SU_T1-R4	169	0.845	96.958	57.372%	15.171	54.01%	0.35182	0.748
CRUK0095_SU_T1-R1	147	0.845	95.594	65.03%	14.511	55.043%	0.40798	0.786
CRUK0095_SU_T1-R2	144	0.784	117.473	81.578%	28.788	65.461%	0.61895	0.768
CRUK0095_SU_T1-R3	203	0.81	128.971	63.533%	22.74	59.575%	0.34472	0.734
CRUK0096_SU_T1-R1	544	0.947	179.211	32.943%	23.196	32.436%	0.10107	0.863
CRUK0096_SU_T1-R2	508	0.963	154.753	30.463%	22.578	27.344%	0.0973	0.939
CRUK0096_SU_T1-R3	394	0.951	136.627	34.677%	18.709	31.053%	0.13265	0.91
CRUK0096_SU_T1-R4	973	0.961	255.386	26.247%	38.135	27.654%	0.06961	0.917
CRUK0096_SU_T1-R5	854	0.972	210.961	24.703%	29.186	23.929%	0.06577	0.947
CRUK0096_SU_T1-R6	570	0.938	201.93	35.426%	28.473	35.085%	0.10405	0.872
CRUK0096_SU_T1-R7	1059	0.977	226.299	21.369%	32.455	21.414%	0.04861	0.954
CRUK0097_SU_T1-R1	457	0.958	149.216	32.651%	19.745	28.67%	0.10118	0.921
CRUK0097_SU_T1-R2	826	0.973	189.026	22.885%	26.681	23.26%	0.05105	0.94
CRUK0098_SU_T1-R1	240	0.948	91.894	38.289%	12.681	32.335%	0.18818	0.915
CRUK0098_SU_T1-R2	418	0.916	160.903	38.494%	23.612	40.165%	0.14922	0.814
CRUK0098_SU_T1-R3	520	0.906	208.086	40.017%	29.604	42.632%	0.13518	0.761
CRUK0099_SU_T1-R1	296	0.827	170.529	57.611%	29.018	56.691%	0.27353	0.725
CRUK0099_SU_T1-R2	206	0.886	112.751	54.733%	14.738	46.513%	0.2908	0.786
CRUK0099_SU_T1-R3	384	0.902	169.756	44.207%	24.499	43.336%	0.17696	0.803
CRUK0099_SU_T1-R4	224	0.861	137.222	61.26%	18.689	51.208%	0.34934	0.766
CRUK0099_SU_T1-R5	144	0.872	82.661	57.403%	11.024	48.911%	0.34001	0.764
CRUK0099_SU_T1-R6	236	0.86	138.326	58.613%	18.682	51.227%	0.27511	0.736
CRUK0099_SU_T1-R7	119	0.834	75.5	63.445%	10.064	55.15%	0.41604	0.675
CRUK0100_SU_T1-R1	1111	0.981	218.791	19.693%	33.097	19.195%	0.0448	0.967
CRUK0100_SU_T1-R2	1191	0.977	268.95	22.582%	39.068	21.239%	0.05399	0.959
CRUK0100_SU_T1-R3	705	0.964	191.199	27.12%	26.154	26.557%	0.07907	0.923
