Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
CRUK0088_SU_T1-R2	571	0.957	152.328	26.677%	22.46	29.144%	0.07226	0.896
CRUK0089_SU_T1-R1	35	0.596	40.886	116.817%	5.633	80.471%	1.12201	0.367
CRUK0089_SU_T1-R2	390	0.734	269.718	69.158%	42.28	70.545%	0.35312	0.495
CRUK0090_SU_T1-R1	1155	0.966	303.745	26.298%	45.137	25.777%	0.06742	0.938
CRUK0090_SU_T1-R2	1708	0.986	287.562	16.836%	40.932	16.854%	0.03086	0.971
CRUK0091_SU_T1-R1	66	0.756	59.984	90.885%	8.826	66.154%	0.71813	0.663
CRUK0091_SU_T1-R2	208	0.877	106.337	51.124%	14.419	48.442%	0.26732	0.735
CRUK0092_SU_T1-R1	280	0.919	118.033	42.155%	16.195	39.371%	0.18354	0.837
CRUK0092_SU_T1-R2	94	0.811	67.805	72.133%	9.517	58.573%	0.4953	0.692
CRUK0093_SU_T1-R1	122	0.88	75.068	61.531%	9.678	47.565%	0.38046	0.799
CRUK0093_SU_T1-R2	385	0.862	187.598	48.727%	28.94	51.087%	0.20433	0.716
CRUK0094_SU_T1-R1	175	0.867	101.475	57.986%	13.058	49.892%	0.33565	0.732
CRUK0094_SU_T1-R2	211	0.843	125.124	59.3%	17.32	54.046%	0.34373	0.694
CRUK0094_SU_T1-R3	182	0.903	91.118	50.065%	12.026	43.283%	0.25808	0.819
CRUK0094_SU_T1-R4	169	0.84	97.413	57.641%	15.339	54.608%	0.34563	0.733
CRUK0095_SU_T1-R1	147	0.841	96.654	65.751%	14.563	55.241%	0.40758	0.773
CRUK0095_SU_T1-R2	144	0.737	140.471	97.549%	31.54	71.719%	0.74162	0.735
CRUK0095_SU_T1-R3	203	0.796	130.912	64.489%	23.289	61.013%	0.35255	0.702
CRUK0096_SU_T1-R1	544	0.946	180.078	33.103%	23.288	32.565%	0.10141	0.862
CRUK0096_SU_T1-R2	508	0.963	154.551	30.423%	22.52	27.273%	0.09708	0.94
CRUK0096_SU_T1-R3	394	0.916	164.303	41.701%	24.195	40.158%	0.16452	0.844
CRUK0096_SU_T1-R4	973	0.96	263.848	27.117%	38.811	28.144%	0.07539	0.914
CRUK0096_SU_T1-R5	854	0.966	231.398	27.096%	31.6	25.909%	0.07658	0.931
CRUK0096_SU_T1-R6	570	0.917	218.143	38.271%	32.338	39.848%	0.12106	0.821
CRUK0096_SU_T1-R7	1059	0.975	240.565	22.716%	33.767	22.279%	0.05302	0.948
CRUK0097_SU_T1-R1	457	0.958	150.216	32.87%	19.817	28.775%	0.10139	0.921
CRUK0097_SU_T1-R2	826	0.971	191.837	23.225%	27.302	23.801%	0.05199	0.936
CRUK0098_SU_T1-R1	240	0.948	91.826	38.261%	12.664	32.292%	0.18849	0.915
CRUK0098_SU_T1-R2	418	0.855	195.345	46.733%	30.922	52.599%	0.1966	0.677
CRUK0098_SU_T1-R3	520	0.862	246.418	47.388%	36.037	51.896%	0.18569	0.653
CRUK0099_SU_T1-R1	296	0.811	175.54	59.304%	30.001	58.612%	0.2874	0.691
CRUK0099_SU_T1-R2	206	0.885	113.305	55.002%	14.831	46.806%	0.29447	0.785
CRUK0099_SU_T1-R3	384	0.9	169.596	44.166%	24.645	43.594%	0.17648	0.798
CRUK0099_SU_T1-R4	224	0.861	138.094	61.649%	18.72	51.292%	0.34999	0.766
CRUK0099_SU_T1-R5	144	0.866	84.43	58.632%	11.268	49.994%	0.35286	0.753
CRUK0099_SU_T1-R6	236	0.85	139.818	59.245%	19.243	52.765%	0.28114	0.712
CRUK0099_SU_T1-R7	119	0.834	75.653	63.574%	10.071	55.189%	0.41564	0.675
CRUK0100_SU_T1-R1	1111	0.981	217.863	19.61%	33.131	19.215%	0.04505	0.967
CRUK0100_SU_T1-R2	1191	0.959	327.271	27.479%	53.007	28.817%	0.0713	0.929
CRUK0100_SU_T1-R3	705	0.945	233.364	33.101%	32.205	32.701%	0.09735	0.878
